data,Battery,Camera,Performance,Display,Design,Software,Packaging,Price,Warranty,Shop_Service,Shipping,General,Others,Audio,id,num_annotators,manager_reviewed_labels
"máy sử dụng ổn, app rác với quảng cáo ít. thông báo thì không bao giờ thấy máy báo email, các app khác thì thông báo bình thường hơi delay tí thôi. cam chụp đủ sử dụng. không chơi game mấy nên không rõ hiệu năng sao.",,Neutral,Neutral,,,,,,,,,,,,219603855,3,
phiên bản: mỹ 2 sim 128gb sản phẩm uk,,,,,,,,,,,,Neutral,,,219603856,3,
"chất lượng sản phẩm: gps bắt sóng không ổn định. đúng với mô tả: định vị sai so với mô tả. tính năng nổi bật: định vị bật tắt lung tung. review: app bản đồ lệch toạ độ, hiệu năng bình thường, pin tụt khi bật gps, đóng gói sơ",Negative,,Negative,,,Negative,,,,,,,,,219603857,3,
mua 2 cái của cửa hàng rồi. vẫn cứ là mãi đỉnh,,,,,,,,,,,,Positive,,,219603858,3,
"nhóm màu: xanh trải nghiệm người sử dụng mượt mà và liền mạch, tuổi thọ pin lâu dài, màn hình sống động với độ phân giải full hd+, thiết kế mượt mà và phong cách,",Positive,,,Positive,Positive,,,,,,,,,,219603859,3,
chất lượng sản phẩm: loa có tiếng rè đúng với mô tả: âm thanh không trong trẻo tính năng nổi bật: volume thấp review: nghe nhạc không đạt yêu cầu,,,,,Negative,,,,,,,,,Negative,219603860,3,
"xinh lắmmmm luônnnnn bé xíu à mà đáng tiền đó, mỗi tội sử dụng lâu tí nó lag và nóng máy luôn, cửa hàng tư vấn rất rất nhiệt tình nhé!",,,Negative,,,,,,,Positive,,,,,219603861,3,
"chất lượng sản phẩm: face id không nhận ban đêm. đúng với mô tả: bảo mật kém. tính năng nổi bật: pin xuống nhanh. review: tối không mở khóa được, pin tụt 50% sau 2h, máy nóng khi gọi",Negative,,,,Negative,,,,,,,,,,219603862,3,
màu máy: màu đen sản phẩm: samsung a10 2/16gb không gan sim được,,,,,Negative,,,,,,,,,,219603863,3,
hàng vừa tiền thì không thể bằng flapship được. chơi game efootball mà không được thì chán thật sự...,,,Negative,,,,,,,,,,,,219603864,3,
sản phẩm chất lượng đóng gói cẩn thận,,,,,,,Positive,,,,,,,,219603865,3,
mua về được vài hôm bị hư màn hình kêu cửa hàng trả lại chốt không có hồi âm gì hết hàng kém chất lượng mua về phải đi thay hết tốn 500.000đ,,,,Negative,,,,,,Negative,,,,,219603866,3,
"sản phẩm lỗi cảm ứng chậm pin đã thay máy không chơi được game vào xong lại thoát ra , mình nghĩ ai mua thì nên cân nhắc nhiều hơn",Negative,,Negative,Negative,,,,,,,,,,,219603867,3,
"nhóm màu: màu đen cửa hàng chất lượng ,uy tính",,,,,,,,,,,,Positive,,,219603868,3,
"khe sim lỏng hỗ trợ 2 sim nhưng không mất sóng, rớt cuộc gọi,",,,,,Negative,,,,,,,,,,219603869,3,
"chất lượng sản phẩm: camera mờ, ánh sáng yếu. đúng với mô tả: ảnh không giống quảng cáo. tính năng nổi bật: hiệu năng kém. review: camera chụp đêm vô dụng, màu nhạt. máy chạy chậm, hay lag. ship chậm, hộp bẹp. chăm sóc khách hàng không hỗ trợ tốt",,Negative,Negative,,,,Negative,,,Negative,Negative,,,,219603870,3,
"nhóm màu: desert dung lượng lưu trữ: 256gb tuổi thọ pin lâu dài, trải nghiệm người sử dụng mượt mà và liền mạch, xây dựng chất lượng cao,",Positive,,Positive,,Positive,,,,,,,,,,219603871,3,
màu sắc: đen phân loại: nguyên seal +sạc 18w được tặng sạc mà giá còn rẻ. nên mua mha anh em,,,,,,,,,,,,Positive,,,219603872,3,
"đã sử dụng được 8 ngày rồi, sau khi check các kiểu thì thấy máy đúng với mô tả , máy còn rất mới mọi thứ đều tốt, quay video máy thu âm rất rõ nét , hơn 6tr chả chê vào đâu được... mua về làm quay vlog sau này có tiền sẽ quay lại cửa hàng nâng cấp ẻm khác .. thankiu cửa hàng !!!!",,Positive,,,Positive,,,,,,,,,Positive,219603873,3,
"nhóm màu: đen thiết kế mượt mà và phong cách, màn hình sống động với độ phân giải full hd+, trải nghiệm người sử dụng mượt mà và liền mạch,",,,Positive,Positive,Positive,,,,,,,,,,219603874,3,
"khá tốt tuy nhiên quay video, nghe nhạc phải lắp thẻ nhớ! cho 3 sao vì phải có thẻ nhớ! rất là bất tiện. thôi không review tiktok nữa. mua quà tặng các cháu cũng được 🤣 bọn nó không nghe nhạc hay sử dụng mạng gì cả tốt.",,,,,Negative,,,,,,,,,,219603875,3,
"chất lượng sản phẩm: dịch vụ hậu mãi chậm, chăm sóc khách hàng thiếu trách nhiệm. đúng với mô tả: bảo hành mơ hồ. tính năng nổi bật: support yếu. review: gửi ticket mà im, gọi thì hẹn, tự trả phí gửi sửa, vẫn chưa xong",,,,,,,,,,Negative,,,,,219603876,3,
"điện thoại samsung a6+ đặt mua đã nhận đúng sản phẩm và đầy đủ phụ kiện sạc, còn nguyên gói. mẫu đẹp, sử dụng chất lượng tốt. cám ơn cửa hàng.",,,,,,,,,,,,Positive,,,219603877,3,
"nhóm màu: desert dung lượng lưu trữ: 256gb giao hàng nhanh chóng và hiệu quả, màn hình lớn với hiển thị sống động, bộ xử lý mạnh mẽ và nhanh chóng,",,,Positive,Positive,,,,,,,Positive,,,,219603878,3,
"đã giao hàng, , đúng mô tả chất lượng sẽ báo sau nhưng có thể là rất tốt",,,,,,,,,,,,Positive,,,219603879,3,
đúng với mô tả: tốt chất lượng sản phẩm: tốt tính năng nổi bật: chưa biết cửa hàng đóng gói kỹ giao hàng nhanh chóng sản phẩm đẹp,,,,,,,Positive,,,,Positive,,,,219603880,3,
chất lượng sản phẩm: màn hình bị lỗi ánh sáng tối đa không tự động. đúng với mô tả: tự động điều chỉnh ánh sáng. tính năng nổi bật: ra nắng màn hình không tự sáng. review: màn hình không tự sáng lên khi ra nắng. hiệu năng không ổn định. chăm sóc khách hàng không hỗ trợ,,,Negative,Negative,,,,,,Negative,,,,,219603881,3,
"nhóm màu: đen màn hình sống động với độ phân giải full hd+, trải nghiệm người sử dụng mượt mà và liền mạch, bộ xử lý helio g85 mạnh mẽ,",,,Positive,Positive,,,,,,,,,,,219603882,3,
hình thức thì tốt. rất tiếc sau khi test thì nó có vấn đề. vân tay lúc được lúc không. sạc pin cả đêm mới vào được tý điện.,Negative,,,,Negative,,,,,,,,,,219603883,3,
"nhóm màu: đen chất lượng:thiết kế mượt mà và phong cách, 4chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, thiết kế mượt mà và phong cách, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",,Positive,,,Positive,,,,,,,,,,219603884,3,
"tính năng nổi bật: ram, bộ nhớ cao. chất lượng sản phẩm: đẹp. đúng với mô tả: đúng mô tả. đóng gói chắc chắn, máy đẹp, đầy đủ phụ kiện.",,,,,,,Positive,,,,,,,,219603885,3,
"variation3: ram 6/128gb hàng rất đẹp nhé mọi người. cửa hàng uy tính, đóng gói rất cẩn thận.",,,,,,,Positive,,,,,,,,219603886,3,
"màu sắc: màu ngẫu nhiên sản phẩm: cáp sạc giá rẻ, không đòi hỏi thêm, tặng cửa hàng 5 sao",,,,,,,,Neutral,,,,,,,219603887,3,
màu máy: màu đen sản phẩm: samsung a50s 4/64gb mình đã nhận máy rồi nha cửa hàng yêu ơi máy còn rất là mới cứng cáp full mọi chức năng nha mình đã test qua thì tốt lắm chụp hình coi phim nghe nhạc rõ nét lắm giá cả thì cũng vừa túi tiền nói chung không mong hơn gì được nữa với tầm giá như thế này mà có được chiếc điện thoại sử dụng tốt thì không đòi hỏi gì hơn được nữa sẽ mua và ủng hộ cửa hàng thêm cái nữa nha,,Positive,,,,,,Positive,,,,,,Positive,219603888,3,
"đóng gói chắc chắn, giao hàng nhanh, sẽ sử dụng thử cảm nhận",,,,,,,Positive,,,,Positive,,,,219603889,3,
đúng với mô tả: không giong dang hang xanh nhac ma giao mau hong nhac pin nhanh het,Negative,,,,,,,,,,Negative,,,,219603890,3,
"chất lượng sản phẩm: camera macro không lấy nét được. đúng với mô tả: pin chỉ sử dụng được vài tiếng. tính năng nổi bật: hiệu năng hay bị khựng khi chuyển đổi ứng dụng. review: camera macro vô dụng. pin quá yếu. hiệu năng giật cục. chăm sóc khách hàng không giải quyết khiếu nại, chỉ đổ lỗi",Negative,Negative,Negative,,,,,,,Negative,,,,,219603891,3,
"nhóm màu: yellow dung lượng lưu trữ: 128gb thiết kế đẹp mắt, tính năng sạc nhanh, chất lượng camera ấn tượng, các tính năng đổi mới, giá trị tuyệt vời cho số tiền,",,Positive,,,,,,Positive,,,,,,,219603892,3,
"mầu: xanh iceblue bộ nhớ: 256gb-12gb kết nối 5g nhanh chóng, kết nối 5g nhanh chóng, màu xanh hải quân bóng bẩy,",,,,,,,,,,,,Positive,,,219603893,3,
"chất lượng sản phẩm: cảm ứng đôi lúc không nhạy. đúng với mô tả: màn mịn như quảng cáo nhưng thực tế kém. tính năng nổi bật: autofocus chậm khi chụp chuyển động. review: vuốt hay trượt bị đứng, chụp con nít chạy thì out nét, pin sụt khi sử dụng 4g, hộp móp, giao trễ",Negative,Negative,,Negative,,,Negative,,,,Negative,,,,219603894,3,
hư pin  cho anh biết rồi nè anh có đi ý nghĩa là sao vậy anh có đi làm về mệt lắm rồi không sao anh không sao,Negative,,,,,,,,,,,,,,219603895,3,
chất lượng sản phẩm: camera selfie tệ hại. đúng với mô tả: khác selfie quảng cáo. tính năng nổi bật: pin yếu. review: selfie mịn giả mất nét. pin hết nhanh chụp ảnh. ship trễ đóng gói cẩu thả,Negative,Negative,,,,,Negative,,,,Negative,,,,219603896,3,
"cskh ko trả lời tin nhắn. hỗ trợ kém. dịch vụ tệ. nhắn tin hỏi mà ko thấy trả lời, gọi điện thì phải chờ lâu. hiệu năng thì tạm ổn. pin ko nổi bật",Neutral,,Neutral,,,,,,,Negative,,,,,219603897,3,
nhóm màu: xanh than hàng nhận đẹp rất ưng ý. các nút phím dễ sử dụng màn hình sáng loa to. rất cảm ơn cửa hàng,,,,Positive,,,,,,,,,,Positive,219603898,3,
vết trầy ngay cam không hài lòng lắm máy tầm 96 97%,,Negative,,,,,,,,,,,,,219603899,3,
"đúng với mô tả: tốt chất lượng sản phẩm: fine ốp nhìn ổn, cầm nắm rất chắc và vừa tay, không gây trơn trượt khi cầm điên thoại, không biết sử dụng bao lâu thì bị ố vàng mặt lưng hoặc trầy xước mặt lưng thôi",,,,,,,,,,,,Neutral,,,219603900,3,
"nhóm màu: đen tính năng:bình thường. chất lượng:ổn trong tầm giá. chất liệu:điện thoại. điện thoại hiện tại chạy ổn định, cửa hàng tặng kèm ốp lưng, miến dán màn hình. mặt sau điện thoại trầy xước nhiều nhưng không quan trọng. hài lòng, tặng cửa hàng 5 sao.",,,,,,,,,,,,,,,219603901,3,
"máy rẻ, giá chỉ bằng con điện thoại cục gạch cơ bản, mà đầy đủ chức năng wifi,3g, 4g,gps,bluetooth, facebook, zalo youtube,... nghe gọi rất tốt, chơi game cũng ngon, máy có đèn pin phải gọi là siêu sáng, cửa hàng có nhắc mình làm theo hướng dẫn của cửa hàng, máy mượt lắm, sử dụng nhanh, nhạy, cảm ơn nhiều",,,Positive,,,,,Positive,,,,,,Positive,219603902,3,
"nhóm màu: đen chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, thiết kế mượt mà và phong cách, bộ xử lý helio g85 mạnh mẽ,",,Positive,Positive,,Positive,,,,,,,,,,219603903,3,
thời gian giao hàng nhanh .... sản phẩm tốt đóng gói cẩn thận...,,,,,,,Positive,,,,Positive,,,,219603904,3,
chất lượng sản phẩm: camera quay video có tiếng và hình không khớp nhau. đúng với mô tả: pin để không cũng tự hết. tính năng nổi bật: hiệu năng chỉ đủ sử dụng các tác vụ nhẹ. review: quay phim mà tiếng đi trước hình. pin chờ quá tệ. hiệu năng yếu. hộp hàng lúc nhận đã bị rách,Negative,Negative,Negative,,,,Negative,,,,,,,Negative,219603905,3,
nhóm màu: vàng dung lượng lưu trữ: 128gb giá ưu đãi thương hiệu uy tín,,,,,,,,,,,,Positive,,,219603906,3,
điện thoại sử dụng khá ngon nhưng sử dụng được 5p là sập nguồn nên đánh giá 4sao,Negative,,,,,,,,,,,,,,219603907,3,
quay video giật. quay mượt 4k chỉ là quảng cáo. chống rung kém vài phút là nóng máy,,Negative,,,Negative,,,,,,,,,,219603908,3,
"nhóm màu: đen 🔋thời lượng pin:thiết kế mượt mà và phong cách, 📸chất lượng camera:tuổi thọ pin lâu dài, ⚡hiệu suất:bộ xử lý helio g85 mạnh mẽ,",Positive,,Positive,,Positive,,,,,,,,,,219603909,3,
hiệu năng giật khi scroll web pin chỉ trụ 4h xem phim chăm sóc khách hàng thái độ cáu kỉnh,Negative,,Negative,,,,,,,Negative,,,,,219603910,3,
"kém khác yếu camera focus không chính xác. pin yếu kém.,",Negative,Negative,,,,,,,,,,,,,219603911,3,
"nhóm màu: desert dung lượng lưu trữ: 256gb bộ xử lý mạnh mẽ và nhanh chóng, nhiều tùy chọn màu sắc, tuổi thọ pin lâu dài, giao hàng nhanh chóng và hiệu quả, giao hàng nhanh chóng và hiệu quả, tuổi thọ pin lâu dài,",Positive,,Positive,,,,,,,,Positive,,,,219603912,3,
dung lượng ít,,,,,,,,,,,,Negative,,,219603913,3,
"linh kiện kém thiếu tính năng hệ thống lag, camera sau mờ. quảng cáo có chống nước nhưng thực tế chỉ chống bắn nước nhẹ, hệ thống hay bị treo, camera sau chụp đêm quá tệ.",,Negative,Negative,,,Negative,,,,,,,,,219603914,3,
đúng với mô tả: không chất lượng sản phẩm: tệ máy 32g,,,,,,,,,,,,Negative,,,219603915,3,
cửa hàng gửi máy nứt màn hình không bắt được wifi,,,,Negative,,,,,,,,,,,219603916,3,
sản phẩm không kết nối internet được,,,,,,,,,,,,,,,219603917,3,
chất lượng sản phẩm: camera trước chất lượng kém. đúng với mô tả: pin sử dụng không được như quảng cáo. tính năng nổi bật: hiệu năng chỉ ở mức tạm được. review: camera selfie cho có. pin không như kỳ vọng. hiệu năng bình thường. gọi điện cho chăm sóc khách hàng thì thái độ rất tệ,Negative,Negative,Neutral,,,,,,,Negative,,,,,219603918,3,
tính năng nổi bật: mượt mà đẹp đúng với mô tả: popo 53s đúng chất lượng sản phẩm: tuyệt voi đã mua của cửa hàng lần 2 có nhu cầu sẽ mua ủng hộ cửa hàng nhiều đợt,,,,,,,,,,,,Positive,,,219603919,3,
"chất lượng sản phẩm: app camera bị đơ. đúng với mô tả: phần mềm lỗi. tính năng nổi bật: nhiều app rác. review: mở camera bị treo, máy đầy app vô dụng, pin tụt không phanh",Negative,Negative,,,,Negative,,,,,,,,,219603920,3,
"chất lượng sản phẩm: như hàng fake đúng với mô tả: bịp bợm tính năng nổi bật: loa ngoài rè xì máy kêu rè khi nghe gọi, nhân viên tư vấn thô lỗ, từ chối đổi trả",,,,,,,,,,Negative,,,,Negative,219603921,3,
"mới sử dụng hai ngày mà đã cảm thấy hơi đơ máy rồi , bàn phím khó bấm , mình trẻ khó thao tác thì người lớn càng khó  🙃cảm ứng chậm",,,Negative,,Negative,,,,,,,,,,219603922,3,
điện thoại cầm nhẹ săn sale còn 3tr7 tốt nha đóng gói chắc chắn còn được tặng đồng hồ,,,,,,,Positive,Positive,,,,,,,219603923,3,
"nhóm màu: desert dung lượng lưu trữ: 256gb màn hình lớn với hiển thị sống động, xây dựng chất lượng cao,",,,,Positive,,,,,,,,,,,219603924,3,
"nhìn máy bề ngoài rất đẹp, hoàn thiện bóng bẩy, máy cầm chắc tay. sơ qua thì có vẻ pin hơi yếu, thấy tụt % pin hơi nhanh.",Negative,,,,Positive,,,,,,,,,,219603925,3,
nhóm màu: đen giao hàng siêu nhanh. ship thân thiện. ủng hộ cửa hàng dài dài ạ. cảm ơn,,,,,,,,,,,Positive,,,,219603926,3,
nhóm màu: đen bạn phim tro ve kg bam được,,,,,Negative,,,,,,,,,,219603927,3,
"nhóm màu: đen bộ xử lý nhanh và hiệu quả, cảm biến vân tay tiện lợi, dung lượng lưu trữ lớn, nhận được hàng rồi rất thích diện thoại rất là tốt tặng cửa hàng 5 🌟",,,Positive,,,,,,,,,,,,219603928,3,
"ổn trong tầm giá, nhìn kiểu dáng cũng ra gì và này nọ phết, cốc sạc cũng tốt",,,,,Positive,,,Positive,,,,,,,219603929,3,
điện thoại sạc kh vô pin🙃,,,,,Negative,,,,,,,,,,219603930,3,
trong tầm giá 1 m được máy này cho phụ huynh sử dụng xem các tác vụ hàng ngày thì oke ổn còn để mà sử dụng chơi game các thứ tác vụ nặng thì thôi nhé máy báo ram 6-128rom về ram 8-256 check các kiểu thì được biết là đã được kick ram và fake rom rồi. tóm lại tầm giá này không quá đòi hỏi đáng trải nghiệm và sử dụng tác vụ hàng ngày ổn.,,,Negative,,,,,,,,,,,,219603931,3,
"nhóm màu: xanh phân loại sản phẩm: 8/128gb máy xịn, màn sáng, không có lỗi vặt, vọc cả ngày chưa xong hết tính năng",,,,Positive,,,,,,,,,,,219603932,3,
"nút nguồn hỏng không như quảng cáo camera bị mờ,",,Negative,,,Negative,,,,,,,,,,219603933,3,
chất lượng sản phẩm: cảm biến ánh sáng lỗi đúng với mô tả: tự động điều chỉnh độ sáng sai tính năng nổi bật: màn hình tối quá mức review: khó nhìn trong điều kiện ánh sáng yếu,,Negative,,Negative,,,,,,,,,,,219603934,3,
chất lượng sản phẩm: tốt đúng với mô tả: tốt đã nhân hàng và sự dụng được mấy hôm điện thoại nhìn mới lắm giống như quãng cáo chạy mượt.mong là sài bềnh .cho cửa hàng 5sao,,,Positive,,,,,,,,,,,,219603935,3,
"đúng với mô tả: đúng tính năng nổi bật: như trong mô tả chất lượng sản phẩm: tốt máy và màn hình zin tốt, có kèm theo cả dây sạc và củ sạc. dịch vụ người bán tốt. máy khá phù hợp với người có thu nhập trung bình-thấp. máy này là bản nhật, không phải quốc tế.",,,,Positive,,,,,,Positive,,,,,219603936,3,
chất lượng sản phẩm: tốt đúng với mô tả: đúng máy còn ngon. có sẵn tiếng việt. ngoại hình còn đẹp dù là máy cũ,,,,,Positive,,,,,,,,,,219603937,3,
cửa hàng uy tín lắm nha ngoại hình máy đẹp mới 99% sau một tuần trải nghiệm không có vấn đề gì máy chạy mượt nhanh  sẽ ủng hộ cửa hàng nếu có thể,,,,,,,,,,,,,,,219603938,3,
"chất lượng sản phẩm: phần mềm cài sẵn app rác, pop-up quảng cáo. đúng với mô tả: rom sạch là 1 lời hứa. tính năng nổi bật: app nền ngốn pin. review: phải xóa app rác thủ công, quảng cáo bật liên tục, máy lag nhẹ, chăm sóc khách hàng chỉ gợi ý reset rồi thôi",,,Negative,,,Negative,,,,Negative,,,,,219603939,3,
"đóng gói ko có chống sốc, chỉ bọc qua loa. ship mất gần 2 tuần mới tới nơi. hiệu năng kém, ko chơi đc game nặng. cskh ko nghe điện thoại.",,,Negative,,,,Negative,,,Negative,Negative,,,,219603940,3,
"mặt lưng dễ bám vân tay pin thực tế chỉ 3000mah không phải 5000mah camera selfie xấu, làm mịn da quá đà",Negative,Negative,,,Negative,,,,,,,,,,219603941,3,
"nhóm màu: xanh chất lượng camera tuyệt vời để ghi lại những khoảnh khắc, dung lượng lưu trữ rộng rãi 128gb, chất lượng camera tuyệt vời để ghi lại những khoảnh khắc,",,Positive,,,,,,,,,,,,,219603942,3,
"chất lượng sản phẩm: tốt tính năng nổi bật: tốt đúng với mô tả: đúng nghe rõ to, máy lướt nhanh, máy rẻ so với giá, mua cho ba mẹ sử dụng tốt la",,,Positive,,,,,Positive,,,,,,Positive,219603943,3,
"chất lượng sản phẩm: hiệu năng chơi game tệ, tụt fps liên tục. đúng với mô tả: pin sử dụng liên tục chưa nổi 4 tiếng. tính năng nổi bật: camera quay video thu âm rất nhỏ. review: chơi game mà cứ giật lag thì chơi làm gì. pin yếu sinh lý. quay video tiếng bé tí. chăm sóc khách hàng thì đổ lỗi cho khách hàng",Negative,Negative,Negative,,,,,,,Negative,,,,Negative,219603944,3,
"chất lượng sản phẩm: pin chai nhanh sau vài tháng sử dụng đúng với mô tả: hiệu năng ngày càng chậm tính năng nổi bật: camera chụp ảnh bị ám màu, sai thực tế review: pin giờ sử dụng không nổi nửa ngày máy càng ngày càng lag camera thì chụp ảnh màu sắc sai bét cửa hàng giao hàng thiếu phụ kiện",Negative,Negative,Negative,,,,,,,,,,,,219603945,3,
"phần mềm nhiều lỗi đúng mẫu giao diện khó sử dụng. hệ điều hành nhiều lỗi vặt, hay bị xung đột app. sử dụng rất khó chịu.",,,,,,Negative,,,,,,,,,219603946,3,
sản phẩm tạm ổn với mức giá,,,,,,,,Neutral,,,,,,,219603947,3,
"quá thất vọng với con máy. sóng điện thoại rất kém, 4g cũng vậy, bắt wifi cũng chán không tưởng.pin hết nhanh như tụt quần. nếu có 0  thì tôi sẻ đánh giá 0 sao",Negative,,,,Negative,,,,,,,,,,219603948,3,
ac mua cũng cân nhắc nhé.trong 15 ngày thì đổi trả hoàn tiền.nhưng còn bảo hành 12 tháng thì phải tự gửi tự chịu phí đó nha.loa thì rè gửi tin nhắn không được,,,,,,Negative,,,Neutral,,,,,Negative,219603949,3,
"hiện tại sử dụng khá tốt, máy hơi xước xíu thôi nhưng so với tầm giá là tốt rồi đương nhiên không được mượt mà xịn xò như những máy đắt tiền rồi, đang sử dụng 12prm mà bấm con này thấy hơi ngượng tý thôi nhưng khá mượt nha mọi người",,,Positive,,,,,,,,,,,,219603950,3,
"variation3: màu đen variation1: samsung j8 -3/32g not what i ordered, i ordered samsung a51 and i was give samsung j8",,,,,,,,,,,,Negative,,,219603951,3,
điện thoại trầy xước kém chất lượng,,,,,Negative,,,,,,,,,,219603952,3,
sau hơn 1 tuần sửa dụng thấy pin tốt điện thoại hợp giá tiền. cảm ơn cửa hàng,Positive,,,,,,,Positive,,,,,,,219603953,3,
giao hàng không đúng  máy.làm ăn gian dối.,,,,,,,,,,,,Negative,,,219603954,3,
"giao hàng chậm không thông báo, đóng gói dùng túi nhựa mỏng. camera phóng to số kém chất lượng, pin không đạt chuẩn quảng cáo.",Negative,Negative,,,,,Negative,,,,Negative,,,,219603955,3,
"điện thoại quá đẹp, đúng là mỏng nhất thế giới luôn. màn hình và camera là 2 thứ mình quan tâm nhất nhưng chỉ ở mức ổn thôi, phù hợp với giá tiền, làm máy phụ rất ổn.",,Neutral,,Positive,Positive,,,Positive,,,,,,,219603956,3,
"hàng dựng, linh kiện, màn hình kém chất lượng, sử dụng liên tục vài phút là đen màn hình luôn. quá chán.",,,,Negative,,,,,,,,,,,219603957,3,
"mấy bị xước nhiều, bị bưng nắp sau mầu với máy không giống trong ảnh quảng cáo, gọi chủ cửa hàng không được",,,,,Negative,,,,,Negative,,,,,219603958,3,
"nhóm màu: đen hiệu suất nhanh chóng và hiệu quả, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, thiết kế mượt mà và phong cách,",,Positive,Positive,,Positive,,,,,,,,,,219603959,3,
"chất lượng sản phẩm: pin báo ảo, tụt đột ngột. đúng với mô tả: quản lý pin kém. tính năng nổi bật: không ổn định. review: 30% bỗng xuống 5% rồi tắt, mất file đang làm, chăm sóc khách hàng hẹn nhiều lần",Negative,,,,,,,,,Negative,,,,,219603960,3,
"nhóm màu: màu ngẫu nhiên sản phẩm: cáp sạc giao hàng như quảng cáo , cảm ơn cửa hàng",,,,,,,,,,,,,,,219603961,3,
"màn có vết bảo đảm 'không lỗi' điểm chết, xem phim khó chịu,",,,,Negative,,,,,,,,,,,219603962,3,
"chất lượng sản phẩm: camera sau chụp mờ, không lấy nét được. đúng với mô tả: mô tả máy chạy mượt mà nhưng thực tế thì ngược lại. tính năng nổi bật: pin yếu, không trụ nổi 1 ngày. review: camera như đồ chơi, chụp cái gì cũng mờ tịt. máy thì lag kinh khủng, không như cửa hàng nói. đóng gói thì siêu cẩu thả, hộp móp hết cả",Negative,Negative,Negative,,,,Negative,,,,,,,,219603963,3,
"tệ hại sai sự thật lag, pin kém. máy sử dụng rất bực mình, lag giật liên tục. pin thì yếu xìu. gọi lên tổng đài hỗ trợ thì không ai nghe máy.",Negative,,Negative,,,,,,,Negative,,,,,219603964,3,
"nhóm màu: đen dung lượng lưu trữ rộng rãi 128gb, màn hình sống động với độ phân giải full hd+, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",,Positive,,Positive,,,,,,,,,,,219603965,3,
"độ sáng màn hình kém không như cam kết không nhận sim,",,,,Negative,Negative,,,,,,,,,,219603966,3,
"nhóm màu: đen trải nghiệm người sử dụng mượt mà và liền mạch, bộ vi xử lý helio g85 mạnh mẽ, bộ vi xử lý helio g85 mạnh mẽ, bộ vi xử lý helio g85 mạnh mẽ, thời lượng pin lâu dài,",Positive,,Positive,,,,,,,,,,,,219603967,3,
"chất lượng sản phẩm: loa ngoài bị rè, chăm sóc khách hàng đổ lỗi cho người sử dụng. đúng với mô tả: không. tính năng nổi bật: không. review: mở nhạc hay video chỉ hơn 50% âm lượng là loa rè kinh khủng, báo cửa hàng thì cửa hàng bảo do mình mở to quá, chăm sóc khách hàng quá thiếu trách nhiệm",,,,,,,,,,Negative,,,,Negative,219603968,3,
"ngoại hình kém, sơn bong 'premium' nhưng dỏm camera & pin đều yếu,",Negative,Negative,,,Negative,,,,,,,,,,219603969,3,
"nhóm màu: đen trong khi tôi đặt galaxy s20 5g 2 sim mau bản mỹ như cửa hàng đăng. nhưng lại nhận s20 5g 1 sim màu hồng-hàn với lý do nhân viên gói lộn. xin đổi lại bản mỹ như đã đặt thì cửa hàng lấy lý do hết hàng. xong hỏi có muốn đổi lên s20plus không, bù thêm 1tr7. trong khi đó lỗi của cửa hàng nên tôi hỏi có hỗ trợ nửa giá không. nhưng cửa hàng không đồng ý giảm. còn bắt tôi gửi lại hàng theo địa chỉ. mọi người mua hàng cửa hàng này nhớ hỏi cho kỹ lưỡng vào. không là lại có trải nghiệm không hay.",,,,,,,,,,Negative,,,,,219603970,3,
chất lượng sản phẩm: chưa biết tính năng nổi bật: thiết kế đẹp đúng với mô tả: tốt giao hàng nhanh.máy đẹp đủ phụ kiện đi kèm.cho cửa hàng 5☆,,,,,Positive,,,,,,,,,,219603971,3,
"nhóm màu: desert dung lượng lưu trữ: 256gb bộ xử lý mạnh mẽ và nhanh chóng, thiết kế mượt mà và phong cách, tuổi thọ pin lâu dài,",Positive,,Positive,,Positive,,,,,,,,,,219603972,3,
"điện thoại sử dụng tốt, màn hình giọt nước.",,,,,,,,,,,,Positive,,,219603973,3,
"đúng với mô tả: tốt tính năng nổi bật: tốt chất lượng sản phẩm: tốt tin tưởng hệ thống shopdunk, mua online 2 sản phẩm ch gặp lỗi gì",,,,,,,,,,,,Positive,,,219603974,3,
"chất lượng sản phẩm: hiệu năng yếu, lag nhiều. đúng với mô tả: chip yếu hơn quảng cáo. tính năng nổi bật: pin sụt nhanh. review: máy chạy chậm, mở app nặng là lag. pin hết nhanh dù sử dụng ít. đóng gói lỏng lẻo, ship trễ. chăm sóc khách hàng không giải quyết",Negative,,Negative,,,,Negative,,,Negative,Negative,,,,219603975,3,
"điện thoại sử dụng tốt,ngon bổ rẻ, máy chạy mượt mà,pin trâu sạc nhanh 33w tốt nghe cửa hàng, mình mua một cái nữa cho em gái mình,cửa hàng uy tín lắm nhe, cả nhà mua ủng hộ cửa hàng nghe cả nhà ơi!",Positive,,Positive,,,,,Positive,,,,,,,219603976,3,
"nhóm màu: đen bảo hành 12 tháng đáng tin cậy, dung lượng lưu trữ rộng rãi 128gb, khe cắm sim kép tiện lợi, thiết kế mượt mà và phong cách,",,,,,Positive,,,,Positive,,,,,,219603977,3,
